date,total_attempts_date,total_shots_made_date,attempt_index,shot_made,three_pointer,two_pointer,shot_distance,distance_from_midline_feet,distance_from_baseline_feet
25dec2015,21,11,15,0,0,1,8,3.083333,6.5
25dec2015,21,11,16,0,1,0,23.6,9.583333,22.91667
25dec2015,21,11,17,1,0,1,4.5,-.1666667,7.75
25dec2015,21,11,18,1,0,1,5.6,.75,6.083333
25dec2015,21,11,19,1,0,1,4.3,0,5.25
25dec2015,21,11,20,0,1,0,25.3,11,22.25
25dec2015,21,11,21,0,1,0,25.5,9.5,23.75
27dec2015,21,11,1,1,1,0,24.3,18.91667,11.83333
27dec2015,21,11,2,1,0,1,18.2,8.75,14.33333
27dec2015,21,11,3,1,0,1,20.7,12.5,11.83333
27dec2015,21,11,4,0,1,0,37.7,12.58333,27.83333
27dec2015,21,11,5,0,1,0,25.7,15.08333,20.16667
27dec2015,21,11,6,0,0,1,15.9,7,14.33333
27dec2015,21,11,7,0,0,1,7.5,3.166667,7.916667
27dec2015,21,11,8,1,0,1,6.6,-3.916667,7.083333
27dec2015,21,11,9,0,0,1,16.3,.5,16.33333
27dec2015,21,11,10,0,0,1,15.1,8.666667,12.41667
27dec2015,21,11,11,1,0,1,9.5,8.25,6.916667
27dec2015,21,11,12,1,0,1,13.4,-4.833333,14.33333
27dec2015,21,11,13,0,0,1,5.9,-.9166667,5.416667
27dec2015,21,11,14,1,0,1,4,0,5.25
27dec2015,21,11,15,1,1,0,25.1,1.666667,25.33333
27dec2015,21,11,16,1,1,0,23.8,-2.916667,24.91667
27dec2015,21,11,17,0,0,1,19.5,1.25,20
27dec2015,21,11,18,0,0,1,2,1,5.416667
27dec2015,21,11,19,0,0,1,12.9,.0833333,14.33333
27dec2015,21,11,20,1,0,1,8,3.083333,5.333333
27dec2015,21,11,21,1,0,1,7.8,4.166667,6.916667
29dec2015,18,6,1,0,0,1,16.7,3.5,19.66667
29dec2015,18,6,2,1,0,1,4.1,.75,4.75
29dec2015,18,6,3,0,1,0,25.3,6.083333,24.91667
29dec2015,18,6,4,0,1,0,25.7,5.333333,24.91667
29dec2015,18,6,5,1,0,1,7.3,3.083333,9
29dec2015,18,6,6,0,1,0,24.6,4.666667,25.33333
29dec2015,18,6,7,0,0,1,16.1,4.166667,20.41667
29dec2015,18,6,8,0,0,1,3,.75,6.083333
29dec2015,18,6,9,1,0,1,13.3,-5.833333,13.91667
29dec2015,18,6,10,0,1,0,25.5,12.58333,23
29dec2015,18,6,11,1,1,0,25.2,8.083333,23.41667
29dec2015,18,6,12,1,0,1,3.3,1.416667,5.416667
29dec2015,18,6,13,0,1,0,25,-.5,26.16667
29dec2015,18,6,14,0,0,1,6.6,1.666667,6.666667
29dec2015,18,6,15,0,1,0,25.7,1.583333,25.75
29dec2015,18,6,16,0,0,1,20.2,3.583333,21.83333
29dec2015,18,6,17,1,0,1,11.1,8.416667,5.416667
29dec2015,18,6,18,0,0,1,21.7,-11.41667,16.08333
31dec2015,21,9,1,1,0,1,17.3,-11.66667,10.58333
31dec2015,21,9,2,0,0,1,15.3,8.416667,8.166667
31dec2015,21,9,3,0,1,0,25.4,-9.75,22.5
31dec2015,21,9,4,0,0,1,14.5,-10.75,11.41667
31dec2015,21,9,5,1,0,1,3.3,0,5.25
31dec2015,21,9,6,1,0,1,2.6,1.583333,5.083333
31dec2015,21,9,7,0,0,1,7.3,-.75,9.833333
31dec2015,21,9,8,0,1,0,26.1,1.583333,25.91667
31dec2015,21,9,9,1,0,1,21.7,9.75,20.58333
31dec2015,21,9,10,1,0,1,2.7,0,5.25
31dec2015,21,9,11,0,1,0,24.7,6.333333,24.25
31dec2015,21,9,12,0,0,1,18.9,6.75,18.83333
31dec2015,21,9,13,1,1,0,24.3,13,21.41667
31dec2015,21,9,14,1,1,0,25,8.083333,24.16667
31dec2015,21,9,15,0,1,0,24.9,8.75,24.16667
31dec2015,21,9,16,0,1,0,24.4,16.25,16.91667
31dec2015,21,9,17,0,0,1,19.1,10.83333,15.91667
31dec2015,21,9,18,0,0,1,14.4,.75,15.91667
31dec2015,21,9,19,1,0,1,15.5,2.5,16.08333
31dec2015,21,9,20,0,1,0,26.1,-5.416667,24.91667
31dec2015,21,9,21,1,0,1,5.3,0,5.25
02jan2016,13,8,1,1,0,1,21.1,7.666667,21.41667
02jan2016,13,8,2,1,1,0,24.9,-.9166667,26.33333
02jan2016,13,8,3,1,0,1,20.3,12.08333,16.33333
02jan2016,13,8,4,0,0,1,22.7,-6.5,22.08333
02jan2016,13,8,5,1,1,0,25.6,6.75,25.75
02jan2016,13,8,6,1,1,0,25.4,-9.166667,24.91667
02jan2016,13,8,7,0,0,1,12.4,7.166667,8.166667
02jan2016,13,8,8,0,0,1,13.5,11.25,8.166667
02jan2016,13,8,9,0,0,1,14.5,8.083333,12
02jan2016,13,8,10,0,0,1,20.7,5.25,19.75
02jan2016,13,8,11,1,0,1,16.5,10.25,14.83333
02jan2016,13,8,12,1,0,1,8.3,-8.083333,7.083333
02jan2016,13,8,13,1,0,1,21.4,-15.58333,4.75
06jan2016,18,9,1,0,0,1,21.6,9.333333,19.66667
06jan2016,18,9,2,1,1,0,25.9,5.25,25.33333
06jan2016,18,9,3,0,0,1,1.5,.75,5.333333
06jan2016,18,9,4,0,0,1,19,-3.5,19.25
06jan2016,18,9,5,0,0,1,19.4,-1.666667,20.58333
06jan2016,18,9,6,0,0,1,6.8,2.083333,5.75
06jan2016,18,9,7,1,0,1,1.1,0,5.25
06jan2016,18,9,8,0,0,1,17.5,5.916667,16.75
06jan2016,18,9,9,0,0,1,4.7,-.9166667,5.333333
06jan2016,18,9,10,0,0,1,7.6,-5.916667,6.5
06jan2016,18,9,11,1,0,1,15.1,2.916667,16.08333
06jan2016,18,9,12,1,0,1,4.6,1.166667,5.833333
06jan2016,18,9,13,1,0,1,1.9,0,5.25
06jan2016,18,9,14,1,1,0,25.1,.3333333,25.5
06jan2016,18,9,15,1,0,1,4,6.166667,7.083333
06jan2016,18,9,16,1,0,1,11.8,-8,6.083333
06jan2016,18,9,17,1,0,1,23.2,-16.16667,8.583333
06jan2016,18,9,18,0,1,0,24.6,11.75,23.41667
08jan2016,15,10,1,0,0,1,20,3.166667,21.25
08jan2016,15,10,2,1,0,1,8.5,-.9166667,11
08jan2016,15,10,3,1,0,1,8.7,.0833333,5.75
08jan2016,15,10,4,0,0,1,11.3,-13.33333,3.833333
08jan2016,15,10,5,1,0,1,4.6,0,5.25
08jan2016,15,10,6,1,0,1,8.9,-5,10.75
08jan2016,15,10,7,1,0,1,15.4,5.083333,16.75
08jan2016,15,10,8,0,1,0,26.1,-20,12.25
08jan2016,15,10,9,1,0,1,10,.3333333,13.08333
08jan2016,15,10,10,1,0,1,1.5,0,5.25
08jan2016,15,10,11,1,1,0,24.9,5,25.08333
08jan2016,15,10,12,0,1,0,24.9,-8.666667,23.75
08jan2016,15,10,13,1,1,0,25.8,-5.666667,25.33333
08jan2016,15,10,14,0,0,1,20.5,11.5,15.5
08jan2016,15,10,15,1,0,1,12.7,8.416667,6.5
10jan2016,23,10,1,0,0,1,19.6,11.41667,16.75
10jan2016,23,10,2,0,0,1,14.7,-13.16667,6.916667
10jan2016,23,10,3,1,0,1,3.8,0,5.25
10jan2016,23,10,4,1,0,1,2.5,2,5.75
10jan2016,23,10,5,1,0,1,3.4,0,5.25
10jan2016,23,10,6,0,0,1,12.7,-.1666667,15.91667
10jan2016,23,10,7,0,1,0,25.4,-7.166667,24.5
10jan2016,23,10,8,1,1,0,24.8,10.66667,23.33333
10jan2016,23,10,9,1,0,1,11.8,-7.416667,17.58333
10jan2016,23,10,10,0,0,1,8.9,.75,13.08333
10jan2016,23,10,11,0,1,0,25.6,-5.25,26.58333
10jan2016,23,10,12,0,0,1,3.1,-.3333333,6.083333
10jan2016,23,10,13,1,0,1,20.4,5,21.41667
10jan2016,23,10,14,0,1,0,25.1,6.083333,24.66667
10jan2016,23,10,15,1,0,1,20.4,-8.083333,20
10jan2016,23,10,16,1,0,1,17.4,4.666667,17.33333
10jan2016,23,10,17,1,1,0,25.1,5.5,24.66667
10jan2016,23,10,18,0,0,1,3.6,-1,6.5
10jan2016,23,10,19,0,0,1,14,-9.083333,15.91667
10jan2016,23,10,20,1,0,1,23.2,.75,5.833333
10jan2016,23,10,21,0,1,0,23.7,18.75,13.08333
10jan2016,23,10,22,0,0,1,18.5,-10,17.16667
10jan2016,23,10,23,0,0,1,21.7,-10,19.25
12jan2016,25,11,1,0,1,0,22.1,18.58333,5.333333
12jan2016,25,11,2,1,0,1,15.8,-5.5,18.83333
12jan2016,25,11,3,0,1,0,25.3,6.5,24.91667
12jan2016,25,11,4,0,0,1,16.3,7.666667,16.08333
12jan2016,25,11,5,0,0,1,7.8,2.333333,7.333333
12jan2016,25,11,6,1,0,1,3.4,.5,5.75
12jan2016,25,11,7,0,0,1,7.9,-5.083333,10.58333
12jan2016,25,11,8,1,0,1,6.5,3.583333,7.333333
12jan2016,25,11,9,1,1,0,24.2,8.25,24.25
12jan2016,25,11,10,0,1,0,24.7,14.91667,19.66667
12jan2016,25,11,11,1,1,0,25.9,11,23.75
12jan2016,25,11,12,0,0,1,13.6,-11.08333,14.33333
12jan2016,25,11,13,1,0,1,11.5,-9.75,9.916667
12jan2016,25,11,14,0,0,1,9.1,-4.166667,11.83333
12jan2016,25,11,15,0,1,0,26.3,14.91667,20.16667
12jan2016,25,11,16,0,1,0,24.3,11.41667,22.91667
12jan2016,25,11,17,1,0,1,13.3,7.25,13.58333
12jan2016,25,11,18,0,1,0,25.8,-6.916667,24.25
12jan2016,25,11,19,0,0,1,25,14.66667,18.41667
12jan2016,25,11,20,0,0,1,15.8,6.75,18
12jan2016,25,11,21,0,1,0,25.7,6.833333,24.5
12jan2016,25,11,22,1,0,1,19.4,5,21
12jan2016,25,11,23,1,0,1,21.5,-8.416667,21
12jan2016,25,11,24,1,0,1,15.5,7.166667,16.91667
12jan2016,25,11,25,1,0,1,21.4,12.08333,15.91667
13jan2016,14,9,1,1,0,1,.6,1.25,5.333333
13jan2016,14,9,2,0,1,0,25.3,11.66667,22.08333
13jan2016,14,9,3,1,1,0,23.5,18.16667,14.75
13jan2016,14,9,4,0,1,0,25.7,-9.333333,23
13jan2016,14,9,5,1,0,1,7.9,-.0833333,10.25
13jan2016,14,9,6,1,0,1,15.8,1.25,17.75
13jan2016,14,9,7,0,0,1,10,2.916667,12.83333
13jan2016,14,9,8,1,1,0,25.4,10,23
13jan2016,14,9,9,1,1,0,26.4,7.416667,24.25
13jan2016,14,9,10,1,0,1,4.1,-.0833333,5.5
13jan2016,14,9,11,0,1,0,28.8,-5,25.33333
13jan2016,14,9,12,0,1,0,24.5,-.75,25.08333
13jan2016,14,9,13,1,1,0,22.6,18.91667,5.416667
13jan2016,14,9,14,1,0,1,16.5,3.333333,17.33333
15jan2016,14,7,1,0,0,1,19.3,11,15.5
15jan2016,14,7,2,0,1,0,25.9,6.5,24.91667
15jan2016,14,7,3,1,0,1,5.1,0,5.25
15jan2016,14,7,4,1,0,1,15.4,-6.166667,15.5
15jan2016,14,7,5,0,1,0,24.2,3.75,25.33333
15jan2016,14,7,6,1,0,1,3,0,5.25
15jan2016,14,7,7,1,0,1,7.3,0,5.25
15jan2016,14,7,8,1,1,0,25.3,.75,26.16667
15jan2016,14,7,9,0,1,0,24.4,9.75,23.75
15jan2016,14,7,10,1,0,1,12.3,.3333333,12.83333
15jan2016,14,7,11,1,0,1,2.6,0,5.25
15jan2016,14,7,12,0,0,1,16,7.25,13.91667
15jan2016,14,7,13,0,0,1,5.1,0,5.25
15jan2016,14,7,14,0,1,0,24.9,5.75,24.91667
17jan2016,20,8,1,0,0,1,10.4,5.083333,11.58333
17jan2016,20,8,2,1,0,1,3.1,-.0833333,6.25
17jan2016,20,8,3,0,1,0,25.2,10.58333,22.66667
17jan2016,20,8,4,1,0,1,3.5,0,5.25
17jan2016,20,8,5,0,0,1,7.5,-1,9
17jan2016,20,8,6,1,1,0,26.4,1,25.33333
17jan2016,20,8,7,0,1,0,24.7,-8.916667,24.16667
17jan2016,20,8,8,0,0,1,14.3,.75,16.91667
17jan2016,20,8,9,0,1,0,25,11.66667,22.08333
17jan2016,20,8,10,1,1,0,22.6,19,5.75
17jan2016,20,8,11,1,0,1,12.2,-4.333333,15.5
17jan2016,20,8,12,1,0,1,13.7,1.416667,16.33333
17jan2016,20,8,13,0,0,1,4.6,0,5.25
17jan2016,20,8,14,0,1,0,25.1,4.416667,24.91667
17jan2016,20,8,15,1,1,0,24.9,-8.416667,24.16667
17jan2016,20,8,16,0,0,1,11.1,-5.5,11
17jan2016,20,8,17,1,0,1,8.2,-.3333333,10.25
17jan2016,20,8,18,0,0,1,11.9,-2.416667,15.91667
17jan2016,20,8,19,0,1,0,25.4,5.083333,25.75
17jan2016,20,8,20,0,0,1,4.7,.8333333,5.833333
19jan2016,23,10,1,1,0,1,20.1,-1.333333,22.25
19jan2016,23,10,2,1,0,1,13.2,-.0833333,16.08333
19jan2016,23,10,3,1,0,1,1.8,1.166667,6.25
19jan2016,23,10,4,1,1,0,25.3,14.5,19.66667
19jan2016,23,10,5,0,1,0,22.6,19.58333,7.083333
19jan2016,23,10,6,0,0,1,2.3,.75,5.083333
19jan2016,23,10,7,1,0,1,2.5,0,5.25
19jan2016,23,10,8,0,1,0,26.4,11.66667,22.5
19jan2016,23,10,9,0,0,1,10.2,6.333333,9.416667
19jan2016,23,10,10,0,1,0,24.7,13.83333,22
19jan2016,23,10,11,1,1,0,25.4,10.58333,23.75
19jan2016,23,10,12,0,0,1,17.9,12.5,12.66667
19jan2016,23,10,13,0,0,1,20.4,-14.41667,14.33333
19jan2016,23,10,14,1,0,1,11.6,-5.416667,9.833333
19jan2016,23,10,15,1,0,1,6.6,-1.666667,5.333333
19jan2016,23,10,16,0,0,1,18.7,13,16.91667
19jan2016,23,10,17,0,1,0,23.3,-19.41667,6.25
19jan2016,23,10,18,0,1,0,25.1,9.916667,22.5
19jan2016,23,10,19,1,0,1,13.8,-8.666667,11
19jan2016,23,10,20,0,1,0,24.6,-.3333333,26.16667
19jan2016,23,10,21,1,1,0,24.8,11.41667,23
19jan2016,23,10,22,0,0,1,13.8,-1.416667,17.58333
19jan2016,23,10,23,0,0,1,7.4,2,6.083333
20jan2016,20,9,1,0,0,1,15.4,-4.666667,15.5
20jan2016,20,9,2,1,0,1,18.9,12.33333,11.83333
20jan2016,20,9,3,0,0,1,11.3,1.25,13.91667
20jan2016,20,9,4,1,1,0,25.8,8.416667,24.91667
20jan2016,20,9,5,0,1,0,24.5,13.66667,20
20jan2016,20,9,6,1,0,1,1.1,.5,5.833333
20jan2016,20,9,7,1,0,1,5.8,.5,6.083333
20jan2016,20,9,8,1,0,1,2.2,0,5.25
20jan2016,20,9,9,0,0,1,19.1,1.583333,20.41667
20jan2016,20,9,10,0,0,1,14.7,.0833333,16.91667
20jan2016,20,9,11,0,1,0,24.9,7.666667,24.5
20jan2016,20,9,12,0,1,0,24.6,-8.666667,23.33333
20jan2016,20,9,13,0,0,1,15.1,6.5,16.75
20jan2016,20,9,14,1,0,1,2.9,.1666667,7.5
20jan2016,20,9,15,0,0,1,10.5,-6.083333,9
20jan2016,20,9,16,1,0,1,14.6,3.083333,16.08333
20jan2016,20,9,17,1,0,1,11.2,-6.583333,8.166667
20jan2016,20,9,18,1,0,1,15.9,3.5,16.5
20jan2016,20,9,19,0,0,1,6,.75,7.333333
20jan2016,20,9,20,0,1,0,24.7,-.9166667,25.08333
22jan2016,21,10,1,0,0,1,19.9,5.083333,20.41667
22jan2016,21,10,2,1,0,1,4.9,2,6.083333
22jan2016,21,10,3,1,0,1,15.7,-10,14
22jan2016,21,10,4,0,0,1,12.4,2.666667,9.833333
22jan2016,21,10,5,1,0,1,15,13,9.083333
22jan2016,21,10,6,1,0,1,7.1,.5,9.916667
22jan2016,21,10,7,0,1,0,24.8,1.25,25.75
22jan2016,21,10,8,0,1,0,24.4,10.25,22.91667
22jan2016,21,10,9,0,1,0,25.4,-9.166667,23.75
22jan2016,21,10,10,0,1,0,24.9,6.333333,24.16667
22jan2016,21,10,11,1,0,1,15.4,5.75,15.91667
22jan2016,21,10,12,1,0,1,9.7,2.333333,11
22jan2016,21,10,13,1,1,0,26.1,6.166667,27.16667
22jan2016,21,10,14,1,1,0,25.4,6.583333,26.58333
22jan2016,21,10,15,0,0,1,13.8,5.083333,13.5
22jan2016,21,10,16,1,0,1,15.5,11.91667,7.916667
22jan2016,21,10,17,0,1,0,24.8,12.16667,23.33333
22jan2016,21,10,18,0,0,1,12.5,-2.833333,15.16667
22jan2016,21,10,19,0,1,0,24.9,15.08333,19.66667
22jan2016,21,10,20,0,0,1,4.5,0,5.25
22jan2016,21,10,21,1,0,1,17.9,-6.166667,19.33333
24jan2016,22,11,1,0,0,1,0,-14,16.75
24jan2016,22,11,2,1,0,1,0,-6.583333,7.916667
24jan2016,22,11,3,1,0,1,0,0,5.25
24jan2016,22,11,4,0,1,0,0,13.16667,20.58333
24jan2016,22,11,5,1,0,1,0,0,5.25
24jan2016,22,11,6,1,0,1,0,-3.083333,10.25
24jan2016,22,11,7,1,1,0,0,11.66667,24.25
24jan2016,22,11,8,0,0,1,0,-6.166667,10.58333
24jan2016,22,11,9,0,1,0,0,-12.75,22.25
24jan2016,22,11,10,1,0,1,0,-5.833333,22.5
24jan2016,22,11,11,1,0,1,0,1.25,6.083333
24jan2016,22,11,12,1,1,0,0,10.66667,22.5
24jan2016,22,11,13,0,1,0,0,-.3333333,25.75
24jan2016,22,11,14,0,1,0,0,-12.33333,23.33333
24jan2016,22,11,15,1,0,1,0,.8333333,5.333333
24jan2016,22,11,16,0,1,0,0,8.416667,24.5
24jan2016,22,11,17,0,1,0,0,-1,25.5
24jan2016,22,11,18,1,0,1,0,-6.916667,12.66667
24jan2016,22,11,19,0,1,0,0,8,24.91667
24jan2016,22,11,20,1,0,1,0,1,5.333333
24jan2016,22,11,21,0,1,0,0,-4.833333,24.91667
24jan2016,22,11,22,0,0,1,0,-1.833333,5.75
26jan2016,26,12,1,0,0,1,0,11.41667,4.333333
26jan2016,26,12,2,1,0,1,0,12.08333,5.75
26jan2016,26,12,3,0,0,1,0,10,10.33333
26jan2016,26,12,4,0,0,1,0,5,11.16667
26jan2016,26,12,5,0,0,1,0,-.1666667,6.083333
26jan2016,26,12,6,1,1,0,0,-12.58333,21.25
26jan2016,26,12,7,1,0,1,0,1,5.333333
26jan2016,26,12,8,0,0,1,0,-7,6.083333
26jan2016,26,12,9,1,0,1,0,7.166667,8.583333
26jan2016,26,12,10,0,0,1,0,-8.916667,19.25
26jan2016,26,12,11,1,0,1,0,0,5.25
26jan2016,26,12,12,1,1,0,0,-12.75,21.66667
26jan2016,26,12,13,0,1,0,0,-14.41667,21.41667
26jan2016,26,12,14,1,0,1,0,12.75,5.083333
26jan2016,26,12,15,0,0,1,0,-.75,7.083333
26jan2016,26,12,16,1,1,0,0,-7.583333,24.16667
26jan2016,26,12,17,0,0,1,0,5.083333,17.16667
26jan2016,26,12,18,1,0,1,0,0,5.25
26jan2016,26,12,19,1,1,0,0,3.583333,24.66667
26jan2016,26,12,20,0,0,1,0,11.08333,14.83333
26jan2016,26,12,21,0,0,1,0,.8333333,6.5
26jan2016,26,12,22,1,0,1,0,10.58333,7.75
26jan2016,26,12,23,0,1,0,0,-15.91667,18.5
26jan2016,26,12,24,1,0,1,0,.8333333,9
26jan2016,26,12,25,0,0,1,0,-2.416667,10.25
26jan2016,26,12,26,0,1,0,0,15.58333,18
27jan2016,20,10,1,0,0,1,0,3.5,18.16667
27jan2016,20,10,2,1,0,1,0,-2.5,9.083333
27jan2016,20,10,3,0,0,1,0,-12.25,8.333333
27jan2016,20,10,4,0,0,1,0,1.166667,6.25
27jan2016,20,10,5,1,0,1,0,8.416667,15.16667
27jan2016,20,10,6,1,0,1,0,0,5.25
27jan2016,20,10,7,0,1,0,0,7.833333,24.16667
27jan2016,20,10,8,1,0,1,0,7.166667,16.5
27jan2016,20,10,9,1,0,1,0,9.083333,16.33333
27jan2016,20,10,10,0,0,1,0,-14.83333,9.083333
27jan2016,20,10,11,0,0,1,0,-1.583333,12.66667
27jan2016,20,10,12,1,0,1,0,9.75,15.5
27jan2016,20,10,13,0,0,1,0,-.1666667,6.25
27jan2016,20,10,14,0,0,1,0,-.5833333,5.083333
27jan2016,20,10,15,1,0,1,0,-.75,5.833333
27jan2016,20,10,16,0,1,0,0,-12.08333,23.83333
27jan2016,20,10,17,1,0,1,0,1.166667,18.5
27jan2016,20,10,18,1,1,0,0,9.333333,24.25
27jan2016,20,10,19,1,0,1,0,1.25,15.5
27jan2016,20,10,20,0,0,1,0,10.58333,12.66667
29jan2016,18,11,1,1,0,1,0,0,5.25
29jan2016,18,11,2,1,0,1,0,7.25,13.08333
29jan2016,18,11,3,0,0,1,0,6.583333,15.91667
29jan2016,18,11,4,0,0,1,0,-4.416667,7.916667
29jan2016,18,11,5,1,0,1,0,4.666667,15.5
29jan2016,18,11,6,1,0,1,0,2.916667,9.5
29jan2016,18,11,7,0,0,1,0,1.583333,10.75
29jan2016,18,11,8,1,0,1,0,.5,5.333333
29jan2016,18,11,9,1,0,1,0,0,5.25
29jan2016,18,11,10,0,1,0,0,-6.083333,24.91667
29jan2016,18,11,11,0,1,0,0,-5.666667,24.91667
29jan2016,18,11,12,0,0,1,0,.8333333,5.416667
29jan2016,18,11,13,1,0,1,0,0,5.25
29jan2016,18,11,14,1,1,0,0,-.5833333,26.16667
29jan2016,18,11,15,1,0,1,0,1.25,5.333333
29jan2016,18,11,16,0,1,0,0,1.666667,26.33333
29jan2016,18,11,17,1,0,1,0,-5,14.33333
29jan2016,18,11,18,1,1,0,0,-.3333333,26.33333
01feb2016,18,9,1,0,1,0,0,1.583333,26.16667
01feb2016,18,9,2,1,0,1,0,1,8.75
01feb2016,18,9,3,1,1,0,0,16.16667,18.41667
01feb2016,18,9,4,1,0,1,0,-7,6.5
01feb2016,18,9,5,1,0,1,0,1.833333,13.58333
01feb2016,18,9,6,1,0,1,0,0,5.25
01feb2016,18,9,7,1,1,0,0,0,25.91667
01feb2016,18,9,8,1,0,1,0,-8.833333,9.416667
01feb2016,18,9,9,0,0,1,0,2,5.833333
01feb2016,18,9,10,0,0,1,0,0,16.5
01feb2016,18,9,11,1,0,1,0,-8.083333,7.75
01feb2016,18,9,12,1,0,1,0,-.5,5.083333
01feb2016,18,9,13,0,1,0,0,1.833333,25.33333
01feb2016,18,9,14,0,0,1,0,-.5,5.75
01feb2016,18,9,15,0,0,1,0,15.58333,8.166667
01feb2016,18,9,16,0,1,0,0,9.75,23.33333
01feb2016,18,9,17,0,1,0,0,16,18.91667
01feb2016,18,9,18,0,1,0,0,-.9166667,25.33333
03feb2016,25,12,1,1,0,1,0,.75,5.083333
03feb2016,25,12,2,0,1,0,0,-10,23
03feb2016,25,12,3,0,1,0,0,11.75,22.5
03feb2016,25,12,4,1,0,1,0,11,10.58333
03feb2016,25,12,5,0,0,1,0,4.666667,6.083333
03feb2016,25,12,6,0,0,1,0,4.833333,5.166667
03feb2016,25,12,7,1,0,1,0,.75,6.083333
03feb2016,25,12,8,1,1,0,0,18.16667,14.83333
03feb2016,25,12,9,1,0,1,0,6.166667,14.83333
03feb2016,25,12,10,0,1,0,0,-.3333333,25.33333
03feb2016,25,12,11,1,0,1,0,-.1666667,16.91667
03feb2016,25,12,12,0,0,1,0,-4.166667,18
03feb2016,25,12,13,0,0,1,0,1.583333,5.333333
03feb2016,25,12,14,1,1,0,0,4.25,26.33333
03feb2016,25,12,15,0,0,1,0,.8333333,5.416667
03feb2016,25,12,16,1,1,0,0,13.83333,20.16667
03feb2016,25,12,17,0,1,0,0,14.08333,19.75
03feb2016,25,12,18,0,0,1,0,-1.416667,8.333333
03feb2016,25,12,19,1,0,1,0,.0833333,5.083333
03feb2016,25,12,20,1,1,0,0,-8.416667,24.66667
03feb2016,25,12,21,0,1,0,0,2.75,25.5
03feb2016,25,12,22,0,1,0,0,-.5,26.58333
03feb2016,25,12,23,1,1,0,0,5.75,24.5
03feb2016,25,12,24,0,0,1,0,-11.08333,12.41667
03feb2016,25,12,25,1,1,0,0,-12.5,24.25
08feb2016,21,11,1,0,0,1,0,-8.5,17.16667
08feb2016,21,11,2,1,0,1,0,-1.166667,5.166667
08feb2016,21,11,3,1,1,0,0,-18.91667,13.5
08feb2016,21,11,4,1,0,1,0,15.91667,11.41667
08feb2016,21,11,5,0,0,1,0,7.583333,16.33333
08feb2016,21,11,6,0,0,1,0,12.91667,3.416667
08feb2016,21,11,7,0,1,0,0,17,21.25
08feb2016,21,11,8,1,0,1,0,7.833333,19.66667
08feb2016,21,11,9,1,0,1,0,-14.91667,12
08feb2016,21,11,10,0,1,0,0,-14.66667,20
08feb2016,21,11,11,0,0,1,0,-8.25,20.58333
08feb2016,21,11,12,0,0,1,0,1.666667,5.333333
08feb2016,21,11,13,0,0,1,0,10.58333,21.83333
08feb2016,21,11,14,0,1,0,0,.5,25.75
08feb2016,21,11,15,0,0,1,0,2.5,9.416667
08feb2016,21,11,16,1,1,0,0,-4.333333,25.33333
08feb2016,21,11,17,1,0,1,0,2,17.16667
08feb2016,21,11,18,1,1,0,0,-18.58333,14.41667
08feb2016,21,11,19,1,0,1,0,2.333333,5.083333
08feb2016,21,11,20,1,1,0,0,11,25.91667
08feb2016,21,11,21,1,1,0,0,15.91667,20.41667
